,TSS,end_x,start_x,gene,strand_x,end_y,start_y,strand_y,strand,ratio_ATCACG,ratio_ACAGTG,ratio_CGATGT,ratio_GCCAAT
1997,2434015,2434015,2433926,accD,-,2433926.0,2433012.0,-,-,0.31603270529683614,0.4314079422382672,0.31091370558375636,0.41954022988505746
1998,2434940,2434940,2434741,dedA,-,2434741.0,2434082.0,-,-,1.3601694915254237,1.1407185628742516,2.258992805755396,1.3243243243243243
1999,2436890,2436890,2436649,usg,-,2436649.0,2435636.0,-,-,4.266666666666667,3.3734939759036147,2.710843373493976,3.3202247191011236
2000,2437884,2437884,2437851,pdxB,-,2437851.0,2436715.0,-,-,0.4596322941646683,1.0808823529411764,0.32339955849889623,0.34021632251720746
2001,2437912,2437950,2437912,flk,+,2438945.0,2437950.0,+,+,2.327272727272727,2.757142857142857,0.635593220338983,0.7801418439716312
2002,2440241,2440241,2440120,yfcJ,-,2440120.0,2438942.0,-,-,2.282608695652174,5.253333333333333,2.0487012987012987,2.617857142857143
2003,2441641,2441641,2441605,fabB,-,2441605.0,2440385.0,-,-,0.9973357015985791,0.5585337012219157,0.46797608881298036,1.0126939351198871
2004,2444251,2444251,2444169,yfcL,-,2444169.0,2443891.0,-,-,0.9854368932038835,0.5275080906148867,0.38385502471169686,0.7823639774859287
2005,2448436,2448606,2448436,smrB,+,2449157.0,2448606.0,+,+,1.0980392156862746,0.8070175438596491,0.9615384615384616,1.5333333333333334
2006,2448568,2448606,2448568,smrB,+,2449157.0,2448606.0,+,+,1.3966480446927374,0.5869565217391305,0.5217391304347826,0.7280163599182005
2007,2455654,2455654,2455646,yfcV,-,2455646.0,2455083.0,-,-,1.0,0.4,0.5131086142322098,0.3623853211009174
2008,2455668,2455668,2455646,yfcV,-,2455646.0,2455083.0,-,-,1.0,0.4,0.4425087108013937,0.3232104121475054
2009,2455688,2455688,2455646,yfcV,-,2455646.0,2455083.0,-,-,0.6666666666666666,0.4,0.45149253731343286,0.3422818791946309
2010,2455821,2455821,2455646,yfcV,-,2455646.0,2455083.0,-,-,1.5,0.6,0.4897959183673469,0.7326732673267327
2011,2456999,2456999,2456812,sixA,-,2456812.0,2456327.0,-,-,0.031210986267166042,0.08725490196078431,0.32401315789473684,0.3693877551020408
2012,2460511,2460511,2460469,fadI,-,2460469.0,2459159.0,-,-,0.4,1.0,0.4,0.4672897196261682
2013,2460979,2460979,2460934,yfcZ,-,2460934.0,2460650.0,-,-,2.878787878787879,1.3241379310344827,0.9621621621621622,1.900763358778626
2014,2461205,2461300,2461205,fadL,+,2462646.0,2461306.0,+,+,0.32546170148349984,0.21598708114654824,0.2845336481700118,0.34627831715210355
2015,2462802,2463012,2462802,yfdF,+,2464070.0,2463012.0,+,+,1.5,1.2647058823529411,1.0900473933649288,0.5271565495207667
2016,2462982,2463012,2462982,yfdF,+,2464070.0,2463012.0,+,+,0.5555555555555556,0.9393939393939394,0.5811320754716981,0.7458628841607565
2017,2462984,2463012,2462984,yfdF,+,2464070.0,2463012.0,+,+,0.5555555555555556,0.9393939393939394,0.5871212121212122,0.7577937649880095
2018,2462985,2463012,2462985,yfdF,+,2464070.0,2463012.0,+,+,0.5555555555555556,0.9393939393939394,0.5827067669172933,0.7623642943305187
2019,2465135,2465135,2465007,mlaA,-,2465007.0,2464252.0,-,-,0.7626427406199021,0.6471030850263356,0.36363636363636365,0.6057692307692307
2020,2466308,2466309,2466308,argW,+,2466383.0,2466309.0,+,+,1.3271604938271604,1.1359649122807018,1.4688569472963724,2.2175925925925926
2021,2466513,2466545,2466513,intS,+,2467702.0,2466545.0,+,+,1.8923076923076922,3.8679245283018866,3.7690582959641254,2.397402597402597
2022,2466515,2466545,2466515,intS,+,2467702.0,2466545.0,+,+,1.878787878787879,3.8846153846153846,3.8421052631578947,2.361182519280206
2024,2473422,2473520,2473422,yfdP,+,2473966.0,2473604.0,+,+,0.125,0.19047619047619047,0.8959660297239915,0.48863636363636365
2025,2473536,2473520,2473536,yfdP,+,2473966.0,2473604.0,+,+,0.8333333333333334,0.2962962962962963,0.45714285714285713,0.4309576837416481
2026,2473572,2473520,2473572,yfdP,+,2473966.0,2473604.0,+,+,1.0,0.3181818181818182,0.5406593406593406,0.589041095890411
2027,2477746,2477746,2477629,dsdC,-,2477629.0,2476694.0,-,-,0.07894736842105263,0.12244897959183673,0.26905829596412556,0.39361702127659576
2028,2477821,2477847,2477821,dsdX,+,2479184.0,2477847.0,+,+,0.5714285714285714,0.5,0.7002583979328165,0.775
2029,2479121,2479202,2479121,dsdA,+,2480530.0,2479202.0,+,+,1.1875,2.007889546351085,0.9789029535864979,1.6598079561042525
2030,2482334,2482334,2482176,emrY,-,2482176.0,2480638.0,-,-,0.3333333333333333,0.5,0.6402439024390244,0.8571428571428571
2031,2483448,2483448,2483339,emrK,-,2483339.0,2482176.0,-,-,0.75,0.6363636363636364,0.6451612903225806,1.311377245508982
2032,2483631,2483755,2483631,evgA,+,2484369.0,2483755.0,+,+,1.7959183673469388,1.3166666666666667,1.3434343434343434,1.922077922077922
2033,2483641,2483755,2483641,evgA,+,2484369.0,2483755.0,+,+,1.82,1.3442622950819672,1.3730569948186528,1.8672199170124482
2034,2492130,2492130,2491950,oxc,-,2491950.0,2490256.0,-,-,2.875,5.625,2.1596091205211727,3.1666666666666665
2035,2492144,2492144,2491950,oxc,-,2491950.0,2490256.0,-,-,2.875,7.333333333333333,2.25938566552901,3.4147157190635453
2036,2493439,2493439,2493254,frc,-,2493254.0,2492004.0,-,-,0.2,0.35,0.3583061889250814,0.5675057208237986
2037,2494433,2494433,2494402,yfdX,-,2494402.0,2493767.0,-,-,0.75,1.625,1.0816326530612246,1.5909090909090908
2038,2494494,2494698,2494494,ypdI,+,2494973.0,2494698.0,+,+,0.1111111111111111,1.625,0.3269230769230769,0.7455621301775148
2039,2495333,2495333,2495292,yfdY,-,2495292.0,2495050.0,-,-,0.9555555555555556,1.0517241379310345,0.4732824427480916,0.6410256410256411
2040,2495336,2495336,2495292,yfdY,-,2495292.0,2495050.0,-,-,0.9555555555555556,1.0,0.46564885496183206,0.6492146596858639
2041,2495578,2495645,2495578,lpxP,+,2496565.0,2495645.0,+,+,2.2045454545454546,3.50354609929078,1.7328767123287672,1.6625
2042,2498399,2498399,2498295,alaC,-,2498295.0,2497057.0,-,-,1.1833333333333333,2.6923076923076925,0.5307692307692308,1.5333333333333334
2043,2504493,2504493,2504485,fryA,-,2504485.0,2501990.0,-,-,2.3333333333333335,0.7142857142857143,0.7272727272727273,1.1157407407407407
2044,2509447,2509447,2509426,glk,-,2509426.0,2508461.0,-,-,2.830188679245283,1.5376344086021505,1.558252427184466,2.328358208955224
2045,2509453,2509630,2509453,yfeO,+,2510886.0,2509630.0,+,+,0.6551724137931034,0.384180790960452,0.21509433962264152,0.5061946902654867
2046,2509461,2509461,2509426,glk,-,2509426.0,2508461.0,-,-,2.7735849056603774,1.1610169491525424,1.4583333333333333,2.2264150943396226
2047,2512735,2512735,2512706,mntH,-,2512706.0,2511468.0,-,-,2.761904761904762,2.3333333333333335,1.780701754385965,2.0324675324675323
2048,2513009,2513042,2513009,nupC,+,2514244.0,2513042.0,+,+,1.3597650513950073,1.617132867132867,0.9523809523809523,1.1676829268292683
2050,2517869,2517869,2517832,yfeA,-,2517832.0,2515643.0,-,-,1.2622950819672132,1.7121212121212122,0.6012658227848101,1.056422569027611
2051,2517892,2517892,2517832,yfeA,-,2517832.0,2515643.0,-,-,1.1696428571428572,1.184,0.46810933940774485,0.85546875
2052,2518253,2518253,2518231,alaW,-,2518231.0,2518156.0,-,-,267.7244897959184,229.56060606060606,33.82388059701493,21.375809935205183
2053,2518259,2518259,2518231,alaW,-,2518231.0,2518156.0,-,-,268.93684210526317,239.78225806451613,34.17133956386293,22.124711316397228
2054,2518279,2518279,2518231,alaW,-,2518231.0,2518156.0,-,-,235.29807692307693,196.87671232876713,31.23939393939394,22.332512315270936
2055,2518306,2518306,2518231,alaW,-,2518231.0,2518156.0,-,-,64.94189602446484,36.12571428571429,8.899772209567198,15.61122244488978
2056,2518334,2518467,2518334,yfeC,+,2518811.0,2518467.0,+,+,0.8627450980392157,0.2920353982300885,0.35537190082644626,0.75
2057,2518375,2518467,2518375,yfeC,+,2518811.0,2518467.0,+,+,1.5,0.6730769230769231,0.45,0.7477477477477478
2058,2518384,2518467,2518384,yfeC,+,2518811.0,2518467.0,+,+,1.5909090909090908,0.7777777777777778,0.44554455445544555,0.7747747747747747
2059,2518407,2518467,2518407,yfeC,+,2518811.0,2518467.0,+,+,1.711111111111111,0.9615384615384616,0.4791666666666667,0.7870370370370371
2060,2520730,2520730,2520672,gltX,-,2520672.0,2519257.0,-,-,2.0355781448538757,6.381294964028777,1.658465991316932,2.4632478632478634
2061,2520776,2520776,2520672,gltX,-,2520672.0,2519257.0,-,-,1.4134029590948651,3.6696005416384563,0.8405405405405405,1.81508078994614
2062,2520784,2520784,2520672,gltX,-,2520672.0,2519257.0,-,-,1.2691834222404597,3.2924826279216677,0.7451984635083226,1.704028021015762
2063,2520924,2520931,2520924,valU,+,2521006.0,2520931.0,+,+,1.24938704028021,0.8421494236100978,0.7829208186006643,1.4162976085031
2064,2522505,2522505,2522477,xapR,-,2522477.0,2521593.0,-,-,1.0909090909090908,2.6153846153846154,0.5566502463054187,0.8255813953488372
2065,2522505,2522505,2522477,xapR,-,2522477.0,2521593.0,-,-,1.0909090909090908,2.6153846153846154,0.5566502463054187,0.8255813953488372
2066,2522563,2522563,2522477,xapR,-,2522477.0,2521593.0,-,-,0.5833333333333334,1.24,0.3496932515337423,0.6774193548387096
2067,2522563,2522563,2522477,xapR,-,2522477.0,2521593.0,-,-,0.5833333333333334,1.24,0.3496932515337423,0.6774193548387096
2068,2524910,2524910,2524878,xapA,-,2524878.0,2524045.0,-,-,1.5,0.3076923076923077,0.3885350318471338,0.458128078817734
2069,2526909,2526946,2526909,yfeH,+,2527944.0,2526946.0,+,+,1.4578313253012047,1.6541353383458646,0.8134328358208955,0.8795180722891566
2070,2526933,2526946,2526933,yfeH,+,2527944.0,2526946.0,+,+,1.630952380952381,1.7692307692307692,0.9097744360902256,0.9631901840490797
2071,2527039,2527039,2526856,yfeR,-,2526856.0,2525930.0,-,-,5.88,16.4,1.1610169491525424,0.9685534591194969
2072,2530201,2530201,2530176,ligA,-,2530176.0,2528161.0,-,-,2.497991967871486,3.0803212851405624,2.279503105590062,2.2628865979381443
2073,2531383,2531463,2531383,cysZ,+,2532224.0,2531463.0,+,+,0.8333333333333334,1.0355329949238579,0.6885245901639344,1.1549295774647887
2074,2531407,2531407,2531233,zipA,-,2531233.0,2530247.0,-,-,0.007015902712815715,0.007071302298173247,0.029639175257731958,0.08040201005025126
2075,2532344,2532409,2532344,cysK,+,2533380.0,2532409.0,+,+,0.6428571428571429,0.64030131826742,0.47283485745024206,0.7993716337522442
2076,2532377,2532409,2532377,cysK,+,2533380.0,2532409.0,+,+,0.6698113207547169,0.7874493927125507,0.6460326392796849,0.8774080560420315
2077,2533498,2533764,2533498,ptsH,+,2534021.0,2533764.0,+,+,0.33129469326307864,0.3963229719484458,0.30417910447761193,0.2600349040139616
2078,2533501,2533764,2533501,ptsH,+,2534021.0,2533764.0,+,+,0.337785355688169,0.40435696541180965,0.3113862881304742,0.26555869872701554
2079,2533507,2533764,2533507,ptsH,+,2534021.0,2533764.0,+,+,0.34676190476190477,0.40714558654948413,0.31759006963366637,0.27236794825727634
2080,2533601,2533764,2533601,ptsH,+,2534021.0,2533764.0,+,+,0.5023289514543008,0.5860019175455418,0.6895468820098699,0.5421511627906976
2081,2533608,2533764,2533608,ptsH,+,2534021.0,2533764.0,+,+,0.5120988680029079,0.606912712360867,0.7164522058823529,0.5755324418028727
2082,2535480,2535834,2535480,crr,+,2536343.0,2535834.0,+,+,0.6533433347621088,0.5906773488710853,0.91842397336293,0.5618535374431113
2083,2535610,2535834,2535610,crr,+,2536343.0,2535834.0,+,+,0.755552564275138,0.7484411535463756,0.7406669985067198,0.756043956043956
2084,2537315,2537342,2537315,yfeK,+,2537716.0,2537342.0,+,+,1.0833333333333333,1.2285714285714286,0.9095607235142119,1.0077319587628866
2085,2537319,2537319,2537237,pdxK,-,2537237.0,2536386.0,-,-,0.7355371900826446,0.5185185185185185,0.7385159010600707,1.421259842519685
2086,2543557,2543557,2543528,cysP,-,2543528.0,2542512.0,-,-,0.5,0.6,0.596100278551532,0.5861297539149888
2087,2544664,2544664,2544623,ucpA,-,2544623.0,2543832.0,-,-,1.3647540983606556,0.676923076923077,0.6255707762557078,1.401294498381877
2088,2544671,2544671,2544623,ucpA,-,2544623.0,2543832.0,-,-,1.3708333333333333,0.6509433962264151,0.6342592592592593,1.4493243243243243
2089,2545733,2545773,2545733,murQ,+,2546669.0,2545773.0,+,+,0.9411764705882353,1.7096774193548387,0.17318435754189945,0.4389312977099237
2090,2545741,2545773,2545741,murQ,+,2546669.0,2545773.0,+,+,1.0204081632653061,2.259259259259259,0.16759776536312848,0.4263565891472868
2091,2545793,2545793,2545609,murR,-,2545609.0,2544752.0,-,-,4.2727272727272725,12.666666666666666,0.6140350877192983,1.2164948453608246
2092,2550554,2550554,2550545,yfeX,-,2550545.0,2549646.0,-,-,1.401673640167364,1.0403800475059382,0.7269372693726938,1.1660079051383399
2093,2550678,2550678,2550545,yfeX,-,2550545.0,2549646.0,-,-,0.3224789915966387,0.47474747474747475,0.2462406015037594,0.5160550458715596
2094,2551243,2551243,2551216,yfeY,-,2551216.0,2550641.0,-,-,0.8451327433628318,1.6064516129032258,0.5056818181818182,0.7317073170731707
2095,2551921,2551921,2551726,yfeZ,-,2551726.0,2551277.0,-,-,0.5703125,0.36075949367088606,0.6063829787234043,0.9813084112149533
2096,2552241,2552352,2552241,amiA,+,2553221.0,2552352.0,+,+,0.759075907590759,1.1796875,0.41739130434782606,0.952054794520548
2097,2553205,2553225,2553205,hemF,+,2554124.0,2553225.0,+,+,2.131782945736434,1.4134615384615385,0.8857142857142857,2.388888888888889
2098,2558693,2558771,2558693,intZ,+,2560066.0,2558858.0,+,+,2.4444444444444446,1.0526315789473684,4.070796460176991,4.081081081081081
2099,2561902,2562111,2561902,yffO,+,2562527.0,2562111.0,+,+,1.0,0.6,1.55,1.0789473684210527
2100,2561993,2562111,2561993,yffO,+,2562527.0,2562111.0,+,+,0.375,0.15384615384615385,0.4482758620689655,1.28
2101,2562053,2562111,2562053,yffO,+,2562527.0,2562111.0,+,+,0.5,0.18181818181818182,0.4,1.3333333333333333
2102,2562080,2562111,2562080,yffO,+,2562527.0,2562111.0,+,+,0.25,0.2,0.2222222222222222,1.5789473684210527
2103,2563389,2563577,2563389,yffQ,+,2563969.0,2563592.0,+,+,4.0,0.25,0.92,0.9775280898876404
2104,2563409,2563577,2563409,yffQ,+,2563969.0,2563592.0,+,+,3.0,0.3333333333333333,1.05,0.9368421052631579
2105,2564400,2564493,2564400,yffS,+,2565332.0,2564523.0,+,+,0.35294117647058826,0.5178571428571429,0.2972972972972973,0.9324324324324325
2106,2578570,2578666,2578570,talA,+,2579616.0,2578666.0,+,+,2.142857142857143,1.8823529411764706,0.8269230769230769,1.1126760563380282
2107,2578588,2578666,2578588,talA,+,2579616.0,2578666.0,+,+,2.0,1.8333333333333333,0.8392857142857143,1.0
2108,2578608,2578666,2578608,talA,+,2579616.0,2578666.0,+,+,1.5454545454545454,2.0555555555555554,0.803030303030303,0.9425287356321839
2109,2579308,2579636,2579308,tktB,+,2581639.0,2579636.0,+,+,1.263157894736842,1.8571428571428572,2.2142857142857144,0.9183673469387755
2110,2582880,2582880,2582777,ypfG,-,2582777.0,2581734.0,-,-,5.454545454545454,14.5,1.4189189189189189,1.1018518518518519
2111,2582893,2582893,2582777,ypfG,-,2582777.0,2581734.0,-,-,8.714285714285714,11.5,1.5970149253731343,1.2475247524752475
2112,2585577,2585731,2585577,narQ,+,2587431.0,2585731.0,+,+,1.1578947368421053,0.3548387096774194,0.23529411764705882,0.8305084745762712
2113,2587475,2587595,2587475,acrD,+,2590708.0,2587595.0,+,+,2.1,2.0,1.6818181818181819,1.5957446808510638
2114,2587550,2587595,2587550,acrD,+,2590708.0,2587595.0,+,+,3.272727272727273,7.555555555555555,3.125,3.6333333333333333
2115,2590970,2590970,2590866,ypfM,-,2590866.0,2590807.0,-,-,1.103448275862069,4.190476190476191,1.2894736842105263,1.9696969696969697
2116,2591070,2591070,2590866,ypfM,-,2590866.0,2590807.0,-,-,0.06349206349206349,0.09448818897637795,0.31343283582089554,0.441747572815534
2117,2591560,2591607,2591560,dapE,+,2592734.0,2591607.0,+,+,1.4022140221402215,1.9460227272727273,1.2865013774104683,1.536649214659686
2118,2595938,2595938,2595859,tmcA,-,2595859.0,2593844.0,-,-,1.2844827586206897,1.0344827586206897,1.0058479532163742,1.0689655172413792
2119,2597781,2597781,2597618,purC,-,2597618.0,2596905.0,-,-,1.124031007751938,1.3839285714285714,0.6197183098591549,0.8959537572254336
2120,2599014,2599014,2598865,bamC,-,2598865.0,2597831.0,-,-,2.3375430539609643,1.4549583648750946,1.4556354916067147,2.287878787878788
2121,2599784,2599784,2599760,dapA,-,2599760.0,2598882.0,-,-,1.1554828150572831,0.667945205479452,0.493573264781491,1.3283132530120483
2122,2599879,2599906,2599879,gcvR,+,2600478.0,2599906.0,+,+,0.6047904191616766,0.7879799666110183,0.41118421052631576,0.6140350877192983
2123,2600437,2600478,2600437,bcp,+,2600948.0,2600478.0,+,+,1.0230529595015576,0.7650273224043715,0.7785714285714286,1.1336898395721926
2124,2601171,2601201,2601171,hyfA,+,2601818.0,2601201.0,+,+,0.3333333333333333,1.0,0.9692307692307692,1.0930232558139534
2125,2616026,2616094,2616026,yfgC,+,2617557.0,2616094.0,+,+,0.7222222222222222,0.34934497816593885,1.8812260536398469,1.2429022082018928
2126,2616068,2616094,2616068,yfgC,+,2617557.0,2616094.0,+,+,0.7166666666666667,0.34306569343065696,1.119718309859155,0.8927444794952681
2127,2620909,2620909,2620872,upp,-,2620872.0,2620246.0,-,-,1.647563176895307,1.5352870813397128,1.5530410183875532,1.8105726872246697
2128,2621153,2621197,2621153,purM,+,2622234.0,2621197.0,+,+,1.1761363636363635,0.937984496124031,0.42391304347826086,1.1477272727272727
2129,2622874,2623044,2622874,ppk,+,2625110.0,2623044.0,+,+,1.2287581699346406,1.3608247422680413,1.091549295774648,0.625
2130,2622977,2623044,2622977,ppk,+,2625110.0,2623044.0,+,+,0.9047619047619048,0.576530612244898,0.5153374233128835,1.029940119760479
2131,2622990,2623044,2622990,ppk,+,2625110.0,2623044.0,+,+,0.9174757281553398,0.6746411483253588,0.5885714285714285,1.0167597765363128
2132,2629031,2629031,2628938,yfgF,-,2628938.0,2626695.0,-,-,0.42857142857142855,1.5,1.178082191780822,1.0416666666666667
2133,2629085,2629290,2629085,yfgG,+,2629481.0,2629290.0,+,+,0.006514657980456026,0.009771986970684038,0.021168501270110076,0.04902451225612806
2134,2629186,2629290,2629186,yfgG,+,2629481.0,2629290.0,+,+,2.854014598540146,2.4638069705093835,0.4559386973180077,1.0794701986754967
2135,2629252,2629290,2629252,yfgG,+,2629481.0,2629290.0,+,+,11.977777777777778,7.625698324022347,2.081570996978852,3.9105145413870246
2136,2629253,2629290,2629253,yfgG,+,2629481.0,2629290.0,+,+,12.604651162790697,7.740112994350283,2.129230769230769,3.930648769574944
2137,2629672,2629792,2629672,yfgH,+,2630310.0,2629792.0,+,+,0.23076923076923078,0.5517241379310345,0.12560386473429952,0.38975817923186346
2138,2634107,2634107,2634070,guaB,-,2634070.0,2632604.0,-,-,0.8199847444698704,2.185430463576159,0.8484650555192684,0.9123287671232877
2139,2634197,2634232,2634197,xseA,+,2635602.0,2634232.0,+,+,1.7849162011173185,3.426470588235294,2.0065861690450055,1.7124183006535947
2140,2638975,2638975,2638652,bamB,-,2638652.0,2637474.0,-,-,0.74,0.675,0.7142857142857143,0.6487068965517241
2141,2639370,2639370,2639283,yfgM,-,2639283.0,2638663.0,-,-,3.1494661921708187,3.689138576779026,3.0310077519379846,3.238095238095238
2142,2639402,2639402,2639283,yfgM,-,2639283.0,2638663.0,-,-,3.088235294117647,3.0460122699386503,2.589403973509934,3.18407960199005
2143,2639433,2639433,2639283,yfgM,-,2639283.0,2638663.0,-,-,3.125,2.777089783281734,2.1091954022988504,2.878306878306878
2144,2640642,2640642,2640575,hisS,-,2640575.0,2639301.0,-,-,0.3263009845288326,0.3920390536988359,0.19044459190444593,0.34776725304465494
2145,2641880,2641880,2641804,ispG,-,2641804.0,2640686.0,-,-,0.7739672642244739,0.6819258089976322,0.5351213282247765,0.7515451174289246
2146,2641950,2641950,2641804,ispG,-,2641804.0,2640686.0,-,-,0.5067873303167421,0.3697242543612831,0.4129651860744298,0.6452410383189122
2147,2641954,2641954,2641804,ispG,-,2641804.0,2640686.0,-,-,0.5058365758754864,0.3811936936936937,0.4261501210653753,0.6472772277227723
2148,2642932,2642932,2642844,rodZ,-,2642844.0,2641831.0,-,-,3.829652996845426,4.116279069767442,2.417989417989418,3.890909090909091
2149,2642934,2642934,2642844,rodZ,-,2642844.0,2641831.0,-,-,3.7358490566037736,4.07624633431085,2.303664921465969,3.802395209580838
2150,2644960,2644960,2644864,ndk,-,2644864.0,2644433.0,-,-,1.0081221572449643,1.2297826861417884,0.20211827007943514,1.264804469273743
